journal,year,n_theo,n_expe
European journal of social security,1929,0,0
European journal of social security,1930,0,0
European journal of social security,1931,0,0
European journal of social security,1932,0,0
European journal of social security,1933,0,0
European journal of social security,1934,0,0
European journal of social security,1935,0,0
European journal of social security,1936,0,0
European journal of social security,1937,0,0
European journal of social security,1938,0,0
European journal of social security,1939,0,0
European journal of social security,1940,0,0
European journal of social security,1941,0,0
European journal of social security,1942,0,0
European journal of social security,1943,0,0
European journal of social security,1944,0,0
European journal of social security,1945,0,0
European journal of social security,1946,0,0
European journal of social security,1947,0,0
European journal of social security,1948,0,0
European journal of social security,1949,0,0
European journal of social security,1950,0,0
European journal of social security,1951,0,0
European journal of social security,1952,0,0
European journal of social security,1953,0,0
European journal of social security,1954,0,0
European journal of social security,1955,0,0
European journal of social security,1956,0,0
European journal of social security,1957,0,0
European journal of social security,1958,0,0
European journal of social security,1959,0,0
European journal of social security,1960,0,0
European journal of social security,1961,0,0
European journal of social security,1962,0,0
European journal of social security,1963,0,0
European journal of social security,1964,0,0
European journal of social security,1965,0,0
European journal of social security,1966,0,0
European journal of social security,1967,0,0
European journal of social security,1968,0,0
European journal of social security,1969,0,0
European journal of social security,1970,0,0
European journal of social security,1971,0,0
European journal of social security,1972,0,0
European journal of social security,1973,0,0
European journal of social security,1974,0,0
European journal of social security,1975,0,0
European journal of social security,1976,0,0
European journal of social security,1977,0,0
European journal of social security,1978,0,0
European journal of social security,1979,0,0
European journal of social security,1980,0,0
European journal of social security,1981,0,0
European journal of social security,1982,0,0
European journal of social security,1983,0,0
European journal of social security,1984,0,0
European journal of social security,1985,0,0
European journal of social security,1986,0,0
European journal of social security,1987,0,0
European journal of social security,1988,0,0
European journal of social security,1989,0,0
European journal of social security,1990,0,0
European journal of social security,1991,0,0
European journal of social security,1992,0,0
European journal of social security,1993,0,0
European journal of social security,1994,0,0
European journal of social security,1995,0,0
European journal of social security,1996,0,0
European journal of social security,1997,0,0
European journal of social security,1998,0,0
European journal of social security,1999,0,0
European journal of social security,2000,0,0
European journal of social security,2001,0,0
European journal of social security,2002,0,2
European journal of social security,2003,0,2
European journal of social security,2004,0,0
European journal of social security,2005,1,0
European journal of social security,2006,1,0
European journal of social security,2007,0,0
European journal of social security,2008,0,1
European journal of social security,2009,0,0
European journal of social security,2010,0,0
European journal of social security,2011,2,0
European journal of social security,2012,0,0
European journal of social security,2013,0,2
European journal of social security,2014,0,0
European journal of social security,2015,3,0
European journal of social security,2016,0,2
European journal of social security,2017,0,0
European journal of social security,2018,1,1
European journal of social security,2019,0,0
European journal of social security,2020,1,0
Journal of public economics,1900,0,0
Journal of public economics,1901,0,0
Journal of public economics,1902,0,0
Journal of public economics,1903,0,0
Journal of public economics,1904,0,0
Journal of public economics,1905,0,0
Journal of public economics,1906,0,0
Journal of public economics,1907,0,0
Journal of public economics,1908,0,0
Journal of public economics,1909,0,0
Journal of public economics,1910,0,0
Journal of public economics,1911,0,0
Journal of public economics,1912,0,0
Journal of public economics,1913,0,0
Journal of public economics,1914,0,0
Journal of public economics,1915,0,0
Journal of public economics,1916,0,0
Journal of public economics,1917,0,0
Journal of public economics,1918,0,0
Journal of public economics,1919,0,0
Journal of public economics,1920,0,0
Journal of public economics,1921,0,0
Journal of public economics,1922,0,0
Journal of public economics,1923,0,0
Journal of public economics,1924,0,0
Journal of public economics,1925,0,0
Journal of public economics,1926,0,0
Journal of public economics,1927,0,0
Journal of public economics,1928,0,0
Journal of public economics,1929,0,0
Journal of public economics,1930,0,0
Journal of public economics,1931,0,0
Journal of public economics,1932,0,0
Journal of public economics,1933,0,0
Journal of public economics,1934,0,0
Journal of public economics,1935,0,0
Journal of public economics,1936,0,0
Journal of public economics,1937,0,0
Journal of public economics,1938,0,0
Journal of public economics,1939,0,0
Journal of public economics,1940,0,0
Journal of public economics,1941,0,0
Journal of public economics,1942,0,0
Journal of public economics,1943,0,0
Journal of public economics,1944,0,0
Journal of public economics,1945,0,0
Journal of public economics,1946,0,0
Journal of public economics,1947,0,0
Journal of public economics,1948,0,0
Journal of public economics,1949,0,0
Journal of public economics,1950,0,0
Journal of public economics,1951,0,0
Journal of public economics,1952,0,0
Journal of public economics,1953,0,0
Journal of public economics,1954,0,0
Journal of public economics,1955,0,0
Journal of public economics,1956,0,0
Journal of public economics,1957,0,0
Journal of public economics,1958,0,0
Journal of public economics,1959,0,0
Journal of public economics,1960,0,0
Journal of public economics,1961,0,0
Journal of public economics,1962,0,0
Journal of public economics,1963,0,0
Journal of public economics,1964,0,0
Journal of public economics,1965,0,0
Journal of public economics,1966,0,0
Journal of public economics,1967,0,0
Journal of public economics,1968,0,0
Journal of public economics,1969,0,0
Journal of public economics,1970,0,0
Journal of public economics,1971,0,0
Journal of public economics,1972,0,0
Journal of public economics,1973,3,0
Journal of public economics,1974,2,0
Journal of public economics,1975,1,0
Journal of public economics,1976,0,3
Journal of public economics,1977,0,1
Journal of public economics,1978,0,1
Journal of public economics,1979,0,1
Journal of public economics,1980,0,1
Journal of public economics,1981,0,0
Journal of public economics,1982,0,0
Journal of public economics,1983,0,0
Journal of public economics,1984,0,0
Journal of public economics,1985,0,0
Journal of public economics,1986,0,0
Journal of public economics,1987,0,0
Journal of public economics,1988,0,1
Journal of public economics,1989,0,0
Journal of public economics,1990,0,0
Journal of public economics,1991,0,0
Journal of public economics,1992,0,0
Journal of public economics,1993,0,1
Journal of public economics,1994,1,0
Journal of public economics,1995,0,0
Journal of public economics,1996,1,0
Journal of public economics,1997,0,0
Journal of public economics,1998,1,1
Journal of public economics,1999,0,0
Journal of public economics,2000,1,0
Journal of public economics,2001,1,0
Journal of public economics,2002,0,1
Journal of public economics,2003,0,0
Journal of public economics,2004,0,1
Journal of public economics,2005,0,1
Journal of public economics,2006,0,0
Journal of public economics,2007,0,1
Journal of public economics,2008,0,1
Journal of public economics,2009,0,1
Journal of public economics,2010,0,0
Journal of public economics,2011,0,0
Journal of public economics,2012,0,1
Journal of public economics,2013,0,0
Journal of public economics,2014,0,0
Journal of public economics,2015,0,1
Journal of public economics,2016,0,0
Journal of public economics,2017,1,0
Journal of public economics,2018,0,1
Journal of public economics,2019,0,0
Journal of public economics,2020,0,0
International journal of social welfare,1900,0,0
International journal of social welfare,1901,0,0
International journal of social welfare,1902,0,0
International journal of social welfare,1903,0,0
International journal of social welfare,1904,0,0
International journal of social welfare,1905,0,0
International journal of social welfare,1906,0,0
International journal of social welfare,1907,0,0
International journal of social welfare,1908,0,0
International journal of social welfare,1909,0,0
International journal of social welfare,1910,0,0
International journal of social welfare,1911,0,0
International journal of social welfare,1912,0,0
International journal of social welfare,1913,0,0
International journal of social welfare,1914,0,0
International journal of social welfare,1915,0,0
International journal of social welfare,1916,0,0
International journal of social welfare,1917,0,0
International journal of social welfare,1918,0,0
International journal of social welfare,1919,0,0
International journal of social welfare,1920,0,0
International journal of social welfare,1921,0,0
International journal of social welfare,1922,0,0
International journal of social welfare,1923,0,0
International journal of social welfare,1924,0,0
International journal of social welfare,1925,0,0
International journal of social welfare,1926,0,0
International journal of social welfare,1927,0,0
International journal of social welfare,1928,0,0
International journal of social welfare,1929,0,0
International journal of social welfare,1930,0,0
International journal of social welfare,1931,0,0
International journal of social welfare,1932,0,0
International journal of social welfare,1933,0,0
International journal of social welfare,1934,0,0
International journal of social welfare,1935,0,0
International journal of social welfare,1936,0,0
International journal of social welfare,1937,0,0
International journal of social welfare,1938,0,0
International journal of social welfare,1939,0,0
International journal of social welfare,1940,0,0
International journal of social welfare,1941,0,0
International journal of social welfare,1942,0,0
International journal of social welfare,1943,0,0
International journal of social welfare,1944,0,0
International journal of social welfare,1945,0,0
International journal of social welfare,1946,0,0
International journal of social welfare,1947,0,0
International journal of social welfare,1948,0,0
International journal of social welfare,1949,0,0
International journal of social welfare,1950,0,0
International journal of social welfare,1951,0,0
International journal of social welfare,1952,0,0
International journal of social welfare,1953,0,0
International journal of social welfare,1954,0,0
International journal of social welfare,1955,0,0
International journal of social welfare,1956,0,0
International journal of social welfare,1957,0,0
International journal of social welfare,1958,0,0
International journal of social welfare,1959,0,0
International journal of social welfare,1960,0,0
International journal of social welfare,1961,0,0
International journal of social welfare,1962,0,0
International journal of social welfare,1963,0,0
International journal of social welfare,1964,0,0
International journal of social welfare,1965,0,0
International journal of social welfare,1966,0,0
International journal of social welfare,1967,0,0
International journal of social welfare,1968,0,0
International journal of social welfare,1969,0,0
International journal of social welfare,1970,0,0
International journal of social welfare,1971,0,0
International journal of social welfare,1972,0,0
International journal of social welfare,1973,0,0
International journal of social welfare,1974,0,0
International journal of social welfare,1975,0,0
International journal of social welfare,1976,0,0
International journal of social welfare,1977,0,0
International journal of social welfare,1978,0,0
International journal of social welfare,1979,0,0
International journal of social welfare,1980,0,0
International journal of social welfare,1981,0,0
International journal of social welfare,1982,0,0
International journal of social welfare,1983,0,0
International journal of social welfare,1984,0,0
International journal of social welfare,1985,0,0
International journal of social welfare,1986,0,0
International journal of social welfare,1987,0,0
International journal of social welfare,1988,0,0
International journal of social welfare,1989,0,0
International journal of social welfare,1990,0,0
International journal of social welfare,1991,0,0
International journal of social welfare,1992,0,0
International journal of social welfare,1993,0,0
International journal of social welfare,1994,0,0
International journal of social welfare,1995,0,0
International journal of social welfare,1996,0,0
International journal of social welfare,1997,0,0
International journal of social welfare,1998,0,0
International journal of social welfare,1999,0,0
International journal of social welfare,2000,0,1
International journal of social welfare,2001,0,0
International journal of social welfare,2002,0,0
International journal of social welfare,2003,1,0
International journal of social welfare,2004,0,0
International journal of social welfare,2005,0,0
International journal of social welfare,2006,0,2
International journal of social welfare,2007,0,0
International journal of social welfare,2008,0,0
International journal of social welfare,2009,0,1
International journal of social welfare,2010,0,1
International journal of social welfare,2011,2,2
International journal of social welfare,2012,0,1
International journal of social welfare,2013,0,0
International journal of social welfare,2014,1,1
International journal of social welfare,2015,0,0
International journal of social welfare,2016,0,1
International journal of social welfare,2017,1,1
International journal of social welfare,2018,0,1
International journal of social welfare,2019,0,0
International journal of social welfare,2020,0,2
Social policy and society,1900,0,0
Social policy and society,1901,0,0
Social policy and society,1902,0,0
Social policy and society,1903,0,0
Social policy and society,1904,0,0
Social policy and society,1905,0,0
Social policy and society,1906,0,0
Social policy and society,1907,0,0
Social policy and society,1908,0,0
Social policy and society,1909,0,0
Social policy and society,1910,0,0
Social policy and society,1911,0,0
Social policy and society,1912,0,0
Social policy and society,1913,0,0
Social policy and society,1914,0,0
Social policy and society,1915,0,0
Social policy and society,1916,0,0
Social policy and society,1917,0,0
Social policy and society,1918,0,0
Social policy and society,1919,0,0
Social policy and society,1920,0,0
Social policy and society,1921,0,0
Social policy and society,1922,0,0
Social policy and society,1923,0,0
Social policy and society,1924,0,0
Social policy and society,1925,0,0
Social policy and society,1926,0,0
Social policy and society,1927,0,0
Social policy and society,1928,0,0
Social policy and society,1929,0,0
Social policy and society,1930,0,0
Social policy and society,1931,0,0
Social policy and society,1932,0,0
Social policy and society,1933,0,0
Social policy and society,1934,0,0
Social policy and society,1935,0,0
Social policy and society,1936,0,0
Social policy and society,1937,0,0
Social policy and society,1938,0,0
Social policy and society,1939,0,0
Social policy and society,1940,0,0
Social policy and society,1941,0,0
Social policy and society,1942,0,0
Social policy and society,1943,0,0
Social policy and society,1944,0,0
Social policy and society,1945,0,0
Social policy and society,1946,0,0
Social policy and society,1947,0,0
Social policy and society,1948,0,0
Social policy and society,1949,0,0
Social policy and society,1950,0,0
Social policy and society,1951,0,0
Social policy and society,1952,0,0
Social policy and society,1953,0,0
Social policy and society,1954,0,0
Social policy and society,1955,0,0
Social policy and society,1956,0,0
Social policy and society,1957,0,0
Social policy and society,1958,0,0
Social policy and society,1959,0,0
Social policy and society,1960,0,0
Social policy and society,1961,0,0
Social policy and society,1962,0,0
Social policy and society,1963,0,0
Social policy and society,1964,0,0
Social policy and society,1965,0,0
Social policy and society,1966,0,0
Social policy and society,1967,0,0
Social policy and society,1968,0,0
Social policy and society,1969,0,0
Social policy and society,1970,0,0
Social policy and society,1971,0,0
Social policy and society,1972,0,0
Social policy and society,1973,0,0
Social policy and society,1974,0,0
Social policy and society,1975,0,0
Social policy and society,1976,0,0
Social policy and society,1977,0,0
Social policy and society,1978,0,0
Social policy and society,1979,0,0
Social policy and society,1980,0,0
Social policy and society,1981,0,0
Social policy and society,1982,0,0
Social policy and society,1983,0,0
Social policy and society,1984,0,0
Social policy and society,1985,0,0
Social policy and society,1986,0,0
Social policy and society,1987,0,0
Social policy and society,1988,0,0
Social policy and society,1989,0,0
Social policy and society,1990,0,0
Social policy and society,1991,0,0
Social policy and society,1992,0,0
Social policy and society,1993,0,0
Social policy and society,1994,0,0
Social policy and society,1995,0,0
Social policy and society,1996,0,0
Social policy and society,1997,0,0
Social policy and society,1998,0,0
Social policy and society,1999,0,0
Social policy and society,2000,0,0
Social policy and society,2001,0,0
Social policy and society,2002,0,0
Social policy and society,2003,0,1
Social policy and society,2004,1,0
Social policy and society,2005,0,0
Social policy and society,2006,1,0
Social policy and society,2007,0,0
Social policy and society,2008,0,0
Social policy and society,2009,0,0
Social policy and society,2010,0,1
Social policy and society,2011,0,0
Social policy and society,2012,0,0
Social policy and society,2013,1,1
Social policy and society,2014,0,0
Social policy and society,2015,0,2
Social policy and society,2016,0,1
Social policy and society,2017,0,0
Social policy and society,2018,1,4
Social policy and society,2019,0,2
Social policy and society,2020,0,0
CSP. Critical social policy,1900,0,0
CSP. Critical social policy,1901,0,0
CSP. Critical social policy,1902,0,0
CSP. Critical social policy,1903,0,0
CSP. Critical social policy,1904,0,0
CSP. Critical social policy,1905,0,0
CSP. Critical social policy,1906,0,0
CSP. Critical social policy,1907,0,0
CSP. Critical social policy,1908,0,0
CSP. Critical social policy,1909,0,0
CSP. Critical social policy,1910,0,0
CSP. Critical social policy,1911,0,0
CSP. Critical social policy,1912,0,0
CSP. Critical social policy,1913,0,0
CSP. Critical social policy,1914,0,0
CSP. Critical social policy,1915,0,0
CSP. Critical social policy,1916,0,0
CSP. Critical social policy,1917,0,0
CSP. Critical social policy,1918,0,0
CSP. Critical social policy,1919,0,0
CSP. Critical social policy,1920,0,0
CSP. Critical social policy,1921,0,0
CSP. Critical social policy,1922,0,0
CSP. Critical social policy,1923,0,0
CSP. Critical social policy,1924,0,0
CSP. Critical social policy,1925,0,0
CSP. Critical social policy,1926,0,0
CSP. Critical social policy,1927,0,0
CSP. Critical social policy,1928,0,0
CSP. Critical social policy,1929,0,0
CSP. Critical social policy,1930,0,0
CSP. Critical social policy,1931,0,0
CSP. Critical social policy,1932,0,0
CSP. Critical social policy,1933,0,0
CSP. Critical social policy,1934,0,0
CSP. Critical social policy,1935,0,0
CSP. Critical social policy,1936,0,0
CSP. Critical social policy,1937,0,0
CSP. Critical social policy,1938,0,0
CSP. Critical social policy,1939,0,0
CSP. Critical social policy,1940,0,0
CSP. Critical social policy,1941,0,0
CSP. Critical social policy,1942,0,0
CSP. Critical social policy,1943,0,0
CSP. Critical social policy,1944,0,0
CSP. Critical social policy,1945,0,0
CSP. Critical social policy,1946,0,0
CSP. Critical social policy,1947,0,0
CSP. Critical social policy,1948,0,0
CSP. Critical social policy,1949,0,0
CSP. Critical social policy,1950,0,0
CSP. Critical social policy,1951,0,0
CSP. Critical social policy,1952,0,0
CSP. Critical social policy,1953,0,0
CSP. Critical social policy,1954,0,0
CSP. Critical social policy,1955,0,0
CSP. Critical social policy,1956,0,0
CSP. Critical social policy,1957,0,0
CSP. Critical social policy,1958,0,0
CSP. Critical social policy,1959,0,0
CSP. Critical social policy,1960,0,0
CSP. Critical social policy,1961,0,0
CSP. Critical social policy,1962,0,0
CSP. Critical social policy,1963,0,0
CSP. Critical social policy,1964,0,0
CSP. Critical social policy,1965,0,0
CSP. Critical social policy,1966,0,0
CSP. Critical social policy,1967,0,0
CSP. Critical social policy,1968,0,0
CSP. Critical social policy,1969,0,0
CSP. Critical social policy,1970,0,0
CSP. Critical social policy,1971,0,0
CSP. Critical social policy,1972,0,0
CSP. Critical social policy,1973,0,0
CSP. Critical social policy,1974,0,0
CSP. Critical social policy,1975,0,0
CSP. Critical social policy,1976,0,0
CSP. Critical social policy,1977,0,0
CSP. Critical social policy,1978,0,0
CSP. Critical social policy,1979,0,0
CSP. Critical social policy,1980,0,0
CSP. Critical social policy,1981,0,0
CSP. Critical social policy,1982,0,0
CSP. Critical social policy,1983,0,0
CSP. Critical social policy,1984,0,0
CSP. Critical social policy,1985,0,0
CSP. Critical social policy,1986,0,0
CSP. Critical social policy,1987,0,0
CSP. Critical social policy,1988,0,0
CSP. Critical social policy,1989,1,0
CSP. Critical social policy,1990,0,0
CSP. Critical social policy,1991,2,0
CSP. Critical social policy,1992,0,0
CSP. Critical social policy,1993,0,0
CSP. Critical social policy,1994,0,0
CSP. Critical social policy,1995,0,0
CSP. Critical social policy,1996,2,0
CSP. Critical social policy,1997,0,0
CSP. Critical social policy,1998,1,0
CSP. Critical social policy,1999,0,1
CSP. Critical social policy,2000,0,0
CSP. Critical social policy,2001,1,0
CSP. Critical social policy,2002,0,0
CSP. Critical social policy,2003,0,0
CSP. Critical social policy,2004,0,0
CSP. Critical social policy,2005,0,0
CSP. Critical social policy,2006,0,0
CSP. Critical social policy,2007,0,0
CSP. Critical social policy,2008,0,0
CSP. Critical social policy,2009,1,0
CSP. Critical social policy,2010,0,0
CSP. Critical social policy,2011,0,0
CSP. Critical social policy,2012,2,1
CSP. Critical social policy,2013,0,1
CSP. Critical social policy,2014,0,0
CSP. Critical social policy,2015,1,0
CSP. Critical social policy,2016,2,0
CSP. Critical social policy,2017,1,0
CSP. Critical social policy,2018,1,2
CSP. Critical social policy,2019,0,0
CSP. Critical social policy,2020,1,0
International social security review,1900,0,0
International social security review,1901,0,0
International social security review,1902,0,0
International social security review,1903,0,0
International social security review,1904,0,0
International social security review,1905,0,0
International social security review,1906,0,0
International social security review,1907,0,0
International social security review,1908,0,0
International social security review,1909,0,0
International social security review,1910,0,0
International social security review,1911,0,0
International social security review,1912,0,0
International social security review,1913,0,0
International social security review,1914,0,0
International social security review,1915,0,0
International social security review,1916,0,0
International social security review,1917,0,0
International social security review,1918,0,0
International social security review,1919,0,0
International social security review,1920,0,0
International social security review,1921,0,0
International social security review,1922,0,0
International social security review,1923,0,0
International social security review,1924,0,0
International social security review,1925,0,0
International social security review,1926,0,0
International social security review,1927,0,0
International social security review,1928,0,0
International social security review,1929,0,0
International social security review,1930,0,0
International social security review,1931,0,0
International social security review,1932,0,0
International social security review,1933,0,0
International social security review,1934,0,0
International social security review,1935,0,0
International social security review,1936,0,0
International social security review,1937,0,0
International social security review,1938,0,0
International social security review,1939,0,0
International social security review,1940,0,0
International social security review,1941,0,0
International social security review,1942,0,0
International social security review,1943,0,0
International social security review,1944,0,0
International social security review,1945,0,0
International social security review,1946,0,0
International social security review,1947,0,0
International social security review,1948,0,0
International social security review,1949,0,0
International social security review,1950,0,0
International social security review,1951,0,0
International social security review,1952,0,0
International social security review,1953,0,0
International social security review,1954,0,0
International social security review,1955,0,0
International social security review,1956,0,0
International social security review,1957,0,0
International social security review,1958,0,0
International social security review,1959,0,0
International social security review,1960,0,0
International social security review,1961,0,0
International social security review,1962,0,0
International social security review,1963,0,0
International social security review,1964,0,0
International social security review,1965,0,0
International social security review,1966,0,0
International social security review,1967,0,0
International social security review,1968,0,0
International social security review,1969,0,0
International social security review,1970,0,0
International social security review,1971,0,0
International social security review,1972,0,0
International social security review,1973,0,0
International social security review,1974,0,0
International social security review,1975,0,0
International social security review,1976,0,0
International social security review,1977,0,0
International social security review,1978,0,1
International social security review,1979,0,0
International social security review,1980,0,0
International social security review,1981,0,0
International social security review,1982,0,0
International social security review,1983,0,0
International social security review,1984,0,2
International social security review,1985,0,0
International social security review,1986,0,0
International social security review,1987,0,0
International social security review,1988,0,0
International social security review,1989,0,0
International social security review,1990,0,0
International social security review,1991,0,0
International social security review,1992,1,0
International social security review,1993,0,0
International social security review,1994,1,0
International social security review,1995,0,0
International social security review,1996,0,0
International social security review,1997,0,0
International social security review,1998,0,0
International social security review,1999,0,0
International social security review,2000,0,0
International social security review,2001,0,0
International social security review,2002,0,1
International social security review,2003,2,0
International social security review,2004,0,0
International social security review,2005,1,0
International social security review,2006,0,1
International social security review,2007,0,1
International social security review,2008,1,1
International social security review,2009,1,0
International social security review,2010,0,0
International social security review,2011,0,1
International social security review,2012,0,2
International social security review,2013,1,0
International social security review,2014,0,0
International social security review,2015,0,0
International social security review,2016,0,1
International social security review,2017,0,0
International social security review,2018,0,0
International social security review,2019,0,0
International social security review,2020,0,1
Mareukeuseujuui yeongu,1900,0,0
Mareukeuseujuui yeongu,1901,0,0
Mareukeuseujuui yeongu,1902,0,0
Mareukeuseujuui yeongu,1903,0,0
Mareukeuseujuui yeongu,1904,0,0
Mareukeuseujuui yeongu,1905,0,0
Mareukeuseujuui yeongu,1906,0,0
Mareukeuseujuui yeongu,1907,0,0
Mareukeuseujuui yeongu,1908,0,0
Mareukeuseujuui yeongu,1909,0,0
Mareukeuseujuui yeongu,1910,0,0
Mareukeuseujuui yeongu,1911,0,0
Mareukeuseujuui yeongu,1912,0,0
Mareukeuseujuui yeongu,1913,0,0
Mareukeuseujuui yeongu,1914,0,0
Mareukeuseujuui yeongu,1915,0,0
Mareukeuseujuui yeongu,1916,0,0
Mareukeuseujuui yeongu,1917,0,0
Mareukeuseujuui yeongu,1918,0,0
Mareukeuseujuui yeongu,1919,0,0
Mareukeuseujuui yeongu,1920,0,0
Mareukeuseujuui yeongu,1921,0,0
Mareukeuseujuui yeongu,1922,0,0
Mareukeuseujuui yeongu,1923,0,0
Mareukeuseujuui yeongu,1924,0,0
Mareukeuseujuui yeongu,1925,0,0
Mareukeuseujuui yeongu,1926,0,0
Mareukeuseujuui yeongu,1927,0,0
Mareukeuseujuui yeongu,1928,0,0
Mareukeuseujuui yeongu,1929,0,0
Mareukeuseujuui yeongu,1930,0,0
Mareukeuseujuui yeongu,1931,0,0
Mareukeuseujuui yeongu,1932,0,0
Mareukeuseujuui yeongu,1933,0,0
Mareukeuseujuui yeongu,1934,0,0
Mareukeuseujuui yeongu,1935,0,0
Mareukeuseujuui yeongu,1936,0,0
Mareukeuseujuui yeongu,1937,0,0
Mareukeuseujuui yeongu,1938,0,0
Mareukeuseujuui yeongu,1939,0,0
Mareukeuseujuui yeongu,1940,0,0
Mareukeuseujuui yeongu,1941,0,0
Mareukeuseujuui yeongu,1942,0,0
Mareukeuseujuui yeongu,1943,0,0
Mareukeuseujuui yeongu,1944,0,0
Mareukeuseujuui yeongu,1945,0,0
Mareukeuseujuui yeongu,1946,0,0
Mareukeuseujuui yeongu,1947,0,0
Mareukeuseujuui yeongu,1948,0,0
Mareukeuseujuui yeongu,1949,0,0
Mareukeuseujuui yeongu,1950,0,0
Mareukeuseujuui yeongu,1951,0,0
Mareukeuseujuui yeongu,1952,0,0
Mareukeuseujuui yeongu,1953,0,0
Mareukeuseujuui yeongu,1954,0,0
Mareukeuseujuui yeongu,1955,0,0
Mareukeuseujuui yeongu,1956,0,0
Mareukeuseujuui yeongu,1957,0,0
Mareukeuseujuui yeongu,1958,0,0
Mareukeuseujuui yeongu,1959,0,0
Mareukeuseujuui yeongu,1960,0,0
Mareukeuseujuui yeongu,1961,0,0
Mareukeuseujuui yeongu,1962,0,0
Mareukeuseujuui yeongu,1963,0,0
Mareukeuseujuui yeongu,1964,0,0
Mareukeuseujuui yeongu,1965,0,0
Mareukeuseujuui yeongu,1966,0,0
Mareukeuseujuui yeongu,1967,0,0
Mareukeuseujuui yeongu,1968,0,0
Mareukeuseujuui yeongu,1969,0,0
Mareukeuseujuui yeongu,1970,0,0
Mareukeuseujuui yeongu,1971,0,0
Mareukeuseujuui yeongu,1972,0,0
Mareukeuseujuui yeongu,1973,0,0
Mareukeuseujuui yeongu,1974,0,0
Mareukeuseujuui yeongu,1975,0,0
Mareukeuseujuui yeongu,1976,0,0
Mareukeuseujuui yeongu,1977,0,0
Mareukeuseujuui yeongu,1978,0,0
Mareukeuseujuui yeongu,1979,0,0
Mareukeuseujuui yeongu,1980,0,0
Mareukeuseujuui yeongu,1981,0,0
Mareukeuseujuui yeongu,1982,0,0
Mareukeuseujuui yeongu,1983,0,0
Mareukeuseujuui yeongu,1984,0,0
Mareukeuseujuui yeongu,1985,0,0
Mareukeuseujuui yeongu,1986,0,0
Mareukeuseujuui yeongu,1987,0,0
Mareukeuseujuui yeongu,1988,0,0
Mareukeuseujuui yeongu,1989,0,0
Mareukeuseujuui yeongu,1990,0,0
Mareukeuseujuui yeongu,1991,0,0
Mareukeuseujuui yeongu,1992,0,0
Mareukeuseujuui yeongu,1993,0,0
Mareukeuseujuui yeongu,1994,0,0
Mareukeuseujuui yeongu,1995,0,0
Mareukeuseujuui yeongu,1996,0,0
Mareukeuseujuui yeongu,1997,0,0
Mareukeuseujuui yeongu,1998,0,0
Mareukeuseujuui yeongu,1999,0,0
Mareukeuseujuui yeongu,2000,0,0
Mareukeuseujuui yeongu,2001,0,0
Mareukeuseujuui yeongu,2002,0,0
Mareukeuseujuui yeongu,2003,0,0
Mareukeuseujuui yeongu,2004,0,0
Mareukeuseujuui yeongu,2005,0,0
Mareukeuseujuui yeongu,2006,0,0
Mareukeuseujuui yeongu,2007,0,0
Mareukeuseujuui yeongu,2008,1,0
Mareukeuseujuui yeongu,2009,0,0
Mareukeuseujuui yeongu,2010,1,0
Mareukeuseujuui yeongu,2011,1,0
Mareukeuseujuui yeongu,2012,2,0
Mareukeuseujuui yeongu,2013,3,0
Mareukeuseujuui yeongu,2014,0,0
Mareukeuseujuui yeongu,2015,1,0
Mareukeuseujuui yeongu,2016,2,0
Mareukeuseujuui yeongu,2017,1,0
Mareukeuseujuui yeongu,2018,1,0
Mareukeuseujuui yeongu,2019,1,1
Mareukeuseujuui yeongu,2020,4,1
Political quarterly,1900,0,0
Political quarterly,1901,0,0
Political quarterly,1902,0,0
Political quarterly,1903,0,0
Political quarterly,1904,0,0
Political quarterly,1905,0,0
Political quarterly,1906,0,0
Political quarterly,1907,0,0
Political quarterly,1908,0,0
Political quarterly,1909,0,0
Political quarterly,1910,0,0
Political quarterly,1911,0,0
Political quarterly,1912,0,0
Political quarterly,1913,0,0
Political quarterly,1914,0,0
Political quarterly,1915,0,0
Political quarterly,1916,0,0
Political quarterly,1917,0,0
Political quarterly,1918,0,0
Political quarterly,1919,0,0
Political quarterly,1920,0,0
Political quarterly,1921,0,0
Political quarterly,1922,0,0
Political quarterly,1923,0,0
Political quarterly,1924,0,0
Political quarterly,1925,0,0
Political quarterly,1926,0,0
Political quarterly,1927,0,0
Political quarterly,1928,0,0
Political quarterly,1929,0,0
Political quarterly,1930,0,0
Political quarterly,1931,0,0
Political quarterly,1932,0,0
Political quarterly,1933,0,0
Political quarterly,1934,0,0
Political quarterly,1935,0,0
Political quarterly,1936,0,0
Political quarterly,1937,0,0
Political quarterly,1938,0,0
Political quarterly,1939,0,0
Political quarterly,1940,0,0
Political quarterly,1941,0,0
Political quarterly,1942,0,0
Political quarterly,1943,0,0
Political quarterly,1944,0,0
Political quarterly,1945,0,0
Political quarterly,1946,0,0
Political quarterly,1947,0,0
Political quarterly,1948,0,0
Political quarterly,1949,0,1
Political quarterly,1950,0,0
Political quarterly,1951,0,0
Political quarterly,1952,0,0
Political quarterly,1953,0,0
Political quarterly,1954,0,0
Political quarterly,1955,0,0
Political quarterly,1956,0,0
Political quarterly,1957,0,0
Political quarterly,1958,0,0
Political quarterly,1959,0,0
Political quarterly,1960,0,0
Political quarterly,1961,0,0
Political quarterly,1962,0,0
Political quarterly,1963,0,0
Political quarterly,1964,0,0
Political quarterly,1965,0,0
Political quarterly,1966,0,0
Political quarterly,1967,0,0
