Id,Label,community,indegree,outdegree,degree
582,https://openalex.org/W2147699292,1,9,5,14
583,https://openalex.org/W2221501703,1,2,4,6
584,https://openalex.org/W2232380483,1,9,12,21
585,https://openalex.org/W2257705163,3,15,23,38
586,https://openalex.org/W2279741972,2,4,7,11
587,https://openalex.org/W2287627599,1,2,5,7
588,https://openalex.org/W2345692159,1,1,0,1
589,https://openalex.org/W2469466583,1,4,17,21
590,https://openalex.org/W2605695204,1,3,3,6
591,https://openalex.org/W2734778293,1,3,2,5
592,https://openalex.org/W2738895225,1,3,4,7
593,https://openalex.org/W2747268871,1,11,4,15
594,https://openalex.org/W2751579866,1,1,0,1
595,https://openalex.org/W2768653625,2,2,3,5
596,https://openalex.org/W2793176423,2,10,7,17
597,https://openalex.org/W2886276351,1,6,3,9
598,https://openalex.org/W2902916523,1,6,7,13
599,https://openalex.org/W2904353163,1,1,0,1
600,https://openalex.org/W2944526990,2,12,14,26
601,https://openalex.org/W2964047943,1,6,3,9
602,https://openalex.org/W2984160340,3,6,3,9
603,https://openalex.org/W2997569858,2,1,7,8
604,https://openalex.org/W3009406923,1,13,7,20
605,https://openalex.org/W3102209511,1,13,10,23
606,https://openalex.org/W3107990301,2,9,3,12
607,https://openalex.org/W3121469068,3,4,4,8
608,https://openalex.org/W3125049278,2,5,11,16
609,https://openalex.org/W4251598620,1,9,25,34
610,https://openalex.org/W3196557361,4,1,1,2
611,https://openalex.org/W2775882621,4,2,0,2
612,https://openalex.org/W4327626330,1,3,0,3
613,https://openalex.org/W2137020758,3,2,2,4
614,https://openalex.org/W2403403639,2,1,0,1
615,https://openalex.org/W2592322900,2,2,2,4
616,https://openalex.org/W2858755390,2,3,5,8
617,https://openalex.org/W349184934,3,11,4,15
618,https://openalex.org/W2973890485,1,4,5,9
619,https://openalex.org/W2120056055,3,0,2,2
620,https://openalex.org/W2086109197,3,3,9,12
621,https://openalex.org/W1510409235,3,5,1,6
622,https://openalex.org/W634122886,1,7,7,14
623,https://openalex.org/W2129085246,5,0,2,2
624,https://openalex.org/W1984446050,5,1,1,2
625,https://openalex.org/W2120920843,5,1,0,1
626,https://openalex.org/W3174180047,3,0,1,1
627,https://openalex.org/W3035797634,3,3,1,4
628,https://openalex.org/W2522665839,3,4,3,7
629,https://openalex.org/W1572749446,1,2,5,7
630,https://openalex.org/W2171741843,1,6,4,10
631,https://openalex.org/W2897378659,3,5,9,14
632,https://openalex.org/W4394694620,1,27,13,40
633,https://openalex.org/W1912511787,1,2,4,6
634,https://openalex.org/W1977591813,3,11,21,32
635,https://openalex.org/W1979733919,1,2,2,4
636,https://openalex.org/W1985449744,1,10,13,23
637,https://openalex.org/W2016299465,1,1,0,1
638,https://openalex.org/W2585347661,1,4,11,15
639,https://openalex.org/W2604707465,4,2,5,7
640,https://openalex.org/W2766277156,2,1,2,3
641,https://openalex.org/W3158412138,1,14,9,23
642,https://openalex.org/W4200093494,2,1,1,2
643,https://openalex.org/W4200162976,1,2,0,2
644,https://openalex.org/W4200390629,2,1,1,2
645,https://openalex.org/W4285025096,1,1,1,2
646,https://openalex.org/W4309735605,1,2,3,5
647,https://openalex.org/W4240764301,1,6,3,9
648,https://openalex.org/W1814376090,1,1,1,2
649,https://openalex.org/W2290103850,1,9,1,10
650,https://openalex.org/W2511681023,1,2,2,4
651,https://openalex.org/W754013011,2,1,1,2
652,https://openalex.org/W3131697392,5,0,1,1
653,https://openalex.org/W2613828505,5,1,1,2
654,https://openalex.org/W2991487369,1,16,7,23
655,https://openalex.org/W603907805,1,5,14,19
656,https://openalex.org/W2023484622,1,2,3,5
657,https://openalex.org/W2079074079,1,12,9,21
658,https://openalex.org/W2158854910,1,7,15,22
659,https://openalex.org/W2480075790,1,10,9,19
660,https://openalex.org/W2799685887,4,2,2,4
661,https://openalex.org/W4252238858,1,1,0,1
662,https://openalex.org/W2917732318,2,1,0,1
663,https://openalex.org/W2184270230,1,1,4,5
664,https://openalex.org/W4383533945,2,3,1,4
665,https://openalex.org/W3035226513,2,1,3,4
666,https://openalex.org/W4387814902,4,28,1,29
667,https://openalex.org/W2937421004,4,2,8,10
668,https://openalex.org/W4220914989,2,14,11,25
669,https://openalex.org/W1976242345,2,2,6,8
670,https://openalex.org/W2068364445,2,2,1,3
671,https://openalex.org/W2515189678,2,6,2,8
672,https://openalex.org/W2914213443,1,4,4,8
673,https://openalex.org/W2990151429,2,7,6,13
674,https://openalex.org/W3173887894,2,13,4,17
675,https://openalex.org/W3174338049,1,5,8,13
676,https://openalex.org/W2766289782,1,5,2,7
677,https://openalex.org/W2151565603,1,4,5,9
678,https://openalex.org/W1518025281,2,5,2,7
679,https://openalex.org/W1577513995,2,5,1,6
680,https://openalex.org/W2057601716,2,9,8,17
681,https://openalex.org/W2107936065,2,5,7,12
682,https://openalex.org/W2313409303,2,4,3,7
683,https://openalex.org/W2602700449,1,4,0,4
684,https://openalex.org/W3097518829,1,4,1,5
685,https://openalex.org/W2036153302,3,3,2,5
686,https://openalex.org/W2007013389,2,2,1,3
687,https://openalex.org/W2253346401,2,3,3,6
688,https://openalex.org/W2216787047,3,4,0,4
689,https://openalex.org/W2494589094,2,1,0,1
690,https://openalex.org/W4318827912,4,1,1,2
691,https://openalex.org/W4250897410,4,1,0,1
692,https://openalex.org/W1963980522,3,2,6,8
693,https://openalex.org/W1996421955,3,2,1,3
694,https://openalex.org/W2059825689,2,6,4,10
695,https://openalex.org/W4200384607,1,0,3,3
696,https://openalex.org/W2281200811,1,2,4,6
697,https://openalex.org/W2897702578,1,1,1,2
698,https://openalex.org/W3093396779,1,1,0,1
699,https://openalex.org/W3122674462,1,3,5,8
700,https://openalex.org/W1480999374,3,2,11,13
701,https://openalex.org/W1569912343,3,4,12,16
702,https://openalex.org/W2128316230,3,7,7,14
703,https://openalex.org/W2552753417,3,1,1,2
704,https://openalex.org/W3124543521,3,5,0,5
705,https://openalex.org/W2312700170,3,2,0,2
706,https://openalex.org/W4387814761,4,3,1,4
707,https://openalex.org/W2171752062,3,0,4,4
708,https://openalex.org/W2072162605,3,1,5,6
709,https://openalex.org/W2992122269,1,2,0,2
710,https://openalex.org/W2976173302,2,2,0,2
711,https://openalex.org/W1964195306,2,1,0,1
712,https://openalex.org/W2789981488,1,1,1,2
713,https://openalex.org/W2000121503,1,2,4,6
714,https://openalex.org/W2896410461,1,1,2,3
715,https://openalex.org/W2803723377,1,3,4,7
716,https://openalex.org/W2742152902,5,1,1,2
717,https://openalex.org/W2217489314,1,8,8,16
718,https://openalex.org/W214394216,1,1,0,1
719,https://openalex.org/W2971277106,1,1,0,1
720,https://openalex.org/W1915197643,1,1,0,1
721,https://openalex.org/W2041604267,2,1,0,1
722,https://openalex.org/W2075351539,1,4,11,15
723,https://openalex.org/W2481367687,1,2,4,6
724,https://openalex.org/W1963882122,3,1,1,2
725,https://openalex.org/W2126322416,3,4,7,11
726,https://openalex.org/W4200393844,1,1,0,1
727,https://openalex.org/W2806463944,1,2,2,4
728,https://openalex.org/W2620575020,2,1,2,3
729,https://openalex.org/W4294190063,1,6,6,12
730,https://openalex.org/W1530511226,1,4,6,10
731,https://openalex.org/W2134703963,1,1,3,4
732,https://openalex.org/W2295930041,1,5,4,9
733,https://openalex.org/W2327077096,1,4,2,6
734,https://openalex.org/W2898376349,1,3,2,5
735,https://openalex.org/W3217046198,1,1,1,2
736,https://openalex.org/W2071011895,3,2,2,4
737,https://openalex.org/W2395831272,1,5,11,16
738,https://openalex.org/W2314784325,1,5,8,13
739,https://openalex.org/W4327947805,1,24,8,32
740,https://openalex.org/W2163593696,1,2,4,6
741,https://openalex.org/W2588983380,1,1,1,2
742,https://openalex.org/W2975584888,1,11,13,24
743,https://openalex.org/W3030577752,1,1,3,4
744,https://openalex.org/W4283658799,1,7,6,13
745,https://openalex.org/W4294190606,1,28,6,34
746,https://openalex.org/W4379530175,1,25,3,28
747,https://openalex.org/W1571398288,1,3,6,9
748,https://openalex.org/W2056164465,1,2,4,6
749,https://openalex.org/W2132161904,1,3,3,6
750,https://openalex.org/W2139526319,4,1,1,2
751,https://openalex.org/W2157949926,1,13,15,28
752,https://openalex.org/W4206443994,1,5,7,12
753,https://openalex.org/W120808806,1,2,2,4
754,https://openalex.org/W2025122695,1,5,2,7
755,https://openalex.org/W2331631408,1,3,2,5
756,https://openalex.org/W3121253167,1,3,0,3
757,https://openalex.org/W1496084059,3,2,8,10
758,https://openalex.org/W2323875956,1,7,6,13
759,https://openalex.org/W3122054313,2,5,13,18
760,https://openalex.org/W2626531946,1,11,8,19
761,https://openalex.org/W2035397016,3,5,6,11
762,https://openalex.org/W2883642822,1,1,2,3
763,https://openalex.org/W2152165459,1,3,2,5
764,https://openalex.org/W2970569258,1,3,5,8
765,https://openalex.org/W1979918095,1,1,1,2
766,https://openalex.org/W2017234856,1,3,1,4
767,https://openalex.org/W2026720416,1,4,0,4
768,https://openalex.org/W4247397505,1,1,0,1
769,https://openalex.org/W2001536568,2,3,1,4
770,https://openalex.org/W2278871656,2,3,1,4
771,https://openalex.org/W3158078788,2,6,1,7
772,https://openalex.org/W2912396582,2,4,12,16
773,https://openalex.org/W3217663358,2,4,4,8
774,https://openalex.org/W3202762253,2,15,9,24
775,https://openalex.org/W4285165897,2,4,6,10
776,https://openalex.org/W4376631176,2,6,4,10
777,https://openalex.org/W4383311987,1,2,1,3
778,https://openalex.org/W4234197910,1,2,0,2
779,https://openalex.org/W4387814815,1,13,8,21
780,https://openalex.org/W1964377998,1,2,7,9
781,https://openalex.org/W2061596374,1,8,27,35
782,https://openalex.org/W2306353386,1,3,5,8
783,https://openalex.org/W2586147632,1,8,4,12
784,https://openalex.org/W2771653909,1,16,7,23
785,https://openalex.org/W2793135957,2,13,14,27
786,https://openalex.org/W3120501030,2,16,13,29
787,https://openalex.org/W4252375516,1,1,1,2
788,https://openalex.org/W2505997487,3,0,2,2
789,https://openalex.org/W2510840972,3,3,2,5
790,https://openalex.org/W1996453518,5,0,5,5
791,https://openalex.org/W1852934820,5,1,1,2
792,https://openalex.org/W1973347965,5,1,2,3
793,https://openalex.org/W1998635925,5,1,0,1
794,https://openalex.org/W2134033543,5,2,1,3
795,https://openalex.org/W2237458318,5,1,0,1
796,https://openalex.org/W3217316625,2,11,0,11
797,https://openalex.org/W2915099249,1,7,2,9
798,https://openalex.org/W222835566,1,4,3,7
799,https://openalex.org/W763032016,1,1,0,1
800,https://openalex.org/W2104540886,1,3,5,8
801,https://openalex.org/W2230213725,1,3,4,7
802,https://openalex.org/W2281232389,1,2,2,4
803,https://openalex.org/W2396603668,1,2,1,3
804,https://openalex.org/W2402064009,1,1,1,2
805,https://openalex.org/W2402180027,1,3,3,6
806,https://openalex.org/W2943982821,5,2,4,6
807,https://openalex.org/W2739497665,5,1,1,2
808,https://openalex.org/W2739759500,5,1,0,1
809,https://openalex.org/W2789614693,5,1,2,3
810,https://openalex.org/W4245622842,5,1,0,1
811,https://openalex.org/W3153966901,2,7,2,9
812,https://openalex.org/W2133310729,1,13,15,28
813,https://openalex.org/W2783309992,2,1,0,1
814,https://openalex.org/W2990657003,1,3,2,5
815,https://openalex.org/W2069236134,1,8,3,11
816,https://openalex.org/W2137867485,1,1,0,1
817,https://openalex.org/W2185026881,1,1,1,2
818,https://openalex.org/W2163819020,1,1,1,2
819,https://openalex.org/W2325701977,1,4,2,6
820,https://openalex.org/W1494874748,1,4,4,8
821,https://openalex.org/W1924889114,1,27,9,36
822,https://openalex.org/W2545970786,1,2,0,2
823,https://openalex.org/W2754114957,3,1,3,4
824,https://openalex.org/W3036607413,1,2,3,5
825,https://openalex.org/W3107631710,1,17,11,28
826,https://openalex.org/W4256708066,1,6,4,10
827,https://openalex.org/W3029981188,2,9,6,15
828,https://openalex.org/W2148885821,2,1,2,3
829,https://openalex.org/W2487261337,1,8,4,12
830,https://openalex.org/W2724104414,1,6,4,10
831,https://openalex.org/W2757563189,1,8,3,11
832,https://openalex.org/W2946052653,2,8,1,9
833,https://openalex.org/W4246122550,2,1,0,1
834,https://openalex.org/W3184224182,3,4,1,5
835,https://openalex.org/W1559593144,3,4,2,6
836,https://openalex.org/W2151144106,3,1,2,3
837,https://openalex.org/W3111721548,4,1,2,3
838,https://openalex.org/W2003199800,1,6,13,19
839,https://openalex.org/W1970863805,1,2,5,7
840,https://openalex.org/W1973722396,1,3,0,3
841,https://openalex.org/W2322710085,1,2,0,2
842,https://openalex.org/W3034355722,2,3,6,9
843,https://openalex.org/W3209937452,2,17,2,19
844,https://openalex.org/W2794033349,1,2,4,6
845,https://openalex.org/W2905710922,1,2,0,2
846,https://openalex.org/W1502701254,2,7,7,14
847,https://openalex.org/W1507362920,2,6,2,8
848,https://openalex.org/W2050105339,2,2,1,3
849,https://openalex.org/W639437267,1,1,3,4
850,https://openalex.org/W3142934005,2,1,0,1
851,https://openalex.org/W2605261901,2,2,4,6
852,https://openalex.org/W2738836612,3,2,0,2
853,https://openalex.org/W2801667738,1,2,2,4
854,https://openalex.org/W2807672888,1,3,3,6
855,https://openalex.org/W3217417673,1,4,3,7
856,https://openalex.org/W73238568,2,7,15,22
857,https://openalex.org/W3041677949,1,3,7,10
858,https://openalex.org/W4245945042,4,3,0,3
859,https://openalex.org/W2994719966,2,4,4,8
860,https://openalex.org/W2752721221,2,2,1,3
861,https://openalex.org/W2753898736,2,2,0,2
862,https://openalex.org/W3124760615,2,2,6,8
863,https://openalex.org/W4393942920,1,8,6,14
864,https://openalex.org/W2523834542,1,1,1,2
865,https://openalex.org/W2767019447,4,4,4,8
866,https://openalex.org/W2883339876,1,5,0,5
867,https://openalex.org/W2904786503,1,1,2,3
868,https://openalex.org/W3198926453,1,10,3,13
869,https://openalex.org/W4384200142,4,12,1,13
870,https://openalex.org/W2171461993,3,3,1,4
871,https://openalex.org/W2237118216,3,9,12,21
872,https://openalex.org/W3209604396,1,5,3,8
873,https://openalex.org/W2345206800,1,2,3,5
874,https://openalex.org/W3012275036,1,7,1,8
875,https://openalex.org/W3192637813,1,2,1,3
876,https://openalex.org/W1483340052,3,10,9,19
877,https://openalex.org/W3124003665,3,1,1,2
878,https://openalex.org/W1567915685,1,2,2,4
879,https://openalex.org/W3014972486,2,6,3,9
880,https://openalex.org/W4254465979,2,2,2,4
881,https://openalex.org/W2766414206,1,10,9,19
882,https://openalex.org/W2782934194,2,1,3,4
883,https://openalex.org/W1482852558,3,4,1,5
884,https://openalex.org/W1588308392,3,1,1,2
885,https://openalex.org/W1967546946,1,1,0,1
886,https://openalex.org/W2266432903,1,7,0,7
887,https://openalex.org/W2481211194,3,2,6,8
888,https://openalex.org/W2991843393,1,7,1,8
889,https://openalex.org/W3126014108,1,3,0,3
890,https://openalex.org/W2803577422,1,4,1,5
891,https://openalex.org/W2600924988,1,2,3,5
892,https://openalex.org/W2170930301,3,3,2,5
893,https://openalex.org/W2013860961,3,1,4,5
894,https://openalex.org/W2171356609,3,1,3,4
895,https://openalex.org/W4323924631,1,7,3,10
896,https://openalex.org/W2759530647,1,6,14,20
897,https://openalex.org/W3124546224,1,1,0,1
898,https://openalex.org/W4200578035,1,3,0,3
899,https://openalex.org/W1560360043,2,1,2,3
900,https://openalex.org/W1553715794,2,3,3,6
901,https://openalex.org/W3032527715,1,6,1,7
902,https://openalex.org/W2976060964,1,2,7,9
903,https://openalex.org/W3124562144,1,1,6,7
904,https://openalex.org/W4251518089,1,1,1,2
905,https://openalex.org/W2162163990,1,1,0,1
906,https://openalex.org/W1989759844,2,1,1,2
907,https://openalex.org/W294349945,2,1,4,5
908,https://openalex.org/W1998040152,3,4,0,4
909,https://openalex.org/W2888310787,1,6,5,11
910,https://openalex.org/W1984370180,2,4,4,8
911,https://openalex.org/W2024815527,1,14,5,19
912,https://openalex.org/W2089237447,1,7,3,10
913,https://openalex.org/W2473842456,1,1,0,1
914,https://openalex.org/W2898365623,3,0,6,6
915,https://openalex.org/W1979964337,3,1,0,1
916,https://openalex.org/W2029551383,3,2,1,3
917,https://openalex.org/W2125152119,3,1,0,1
918,https://openalex.org/W2131295810,3,2,2,4
919,https://openalex.org/W2157441223,1,4,3,7
920,https://openalex.org/W2471869268,3,1,1,2
921,https://openalex.org/W1835884712,5,1,0,1
922,https://openalex.org/W2481560192,2,3,7,10
923,https://openalex.org/W1567234325,2,6,0,6
924,https://openalex.org/W2071209679,2,2,1,3
925,https://openalex.org/W2118799900,2,6,0,6
926,https://openalex.org/W50868869,1,3,1,4
927,https://openalex.org/W4387814889,1,0,1,1
928,https://openalex.org/W2975597237,1,4,10,14
929,https://openalex.org/W3132228470,3,10,2,12
930,https://openalex.org/W1989213081,3,4,3,7
931,https://openalex.org/W4296278649,3,2,1,3
932,https://openalex.org/W2139055474,3,0,1,1
933,https://openalex.org/W2160300036,3,3,2,5
934,https://openalex.org/W2292730172,1,3,2,5
935,https://openalex.org/W2633821919,1,8,1,9
936,https://openalex.org/W2496345859,5,3,4,7
937,https://openalex.org/W1977911701,1,1,1,2
938,https://openalex.org/W2131432803,1,1,0,1
939,https://openalex.org/W2562319989,2,8,13,21
940,https://openalex.org/W4387815013,1,10,0,10
941,https://openalex.org/W1992759122,1,2,2,4
942,https://openalex.org/W2903005734,2,1,3,4
943,https://openalex.org/W2947989936,2,2,2,4
944,https://openalex.org/W3153290185,2,7,4,11
945,https://openalex.org/W3196520719,2,3,2,5
946,https://openalex.org/W4214922584,1,20,11,31
947,https://openalex.org/W827223249,1,2,1,3
948,https://openalex.org/W1529082351,4,2,3,5
949,https://openalex.org/W2081775730,4,9,16,25
950,https://openalex.org/W2322666277,1,1,4,5
951,https://openalex.org/W2789187789,1,1,0,1
952,https://openalex.org/W3193176234,2,1,3,4
953,https://openalex.org/W4283327295,1,1,0,1
954,https://openalex.org/W4299556699,1,2,11,13
955,https://openalex.org/W836905562,4,4,4,8
956,https://openalex.org/W2027714275,4,3,3,6
957,https://openalex.org/W4289315006,1,4,8,12
958,https://openalex.org/W2479473770,1,4,3,7
959,https://openalex.org/W2620364417,1,7,5,12
960,https://openalex.org/W2946275731,1,3,1,4
961,https://openalex.org/W2973031322,1,2,3,5
962,https://openalex.org/W2980375791,1,13,6,19
963,https://openalex.org/W2984957738,1,2,4,6
964,https://openalex.org/W3131251434,1,1,0,1
965,https://openalex.org/W2025723073,3,2,0,2
966,https://openalex.org/W242462595,5,1,2,3
967,https://openalex.org/W4387814683,1,6,2,8
968,https://openalex.org/W2037720969,1,8,8,16
969,https://openalex.org/W2799852547,4,3,1,4
970,https://openalex.org/W2060269618,1,2,3,5
971,https://openalex.org/W1484345912,2,1,1,2
972,https://openalex.org/W1927044652,1,1,2,3
973,https://openalex.org/W2077383520,1,2,0,2
974,https://openalex.org/W2152073090,2,2,3,5
975,https://openalex.org/W2330724035,1,1,0,1
976,https://openalex.org/W3125534647,2,2,1,3
977,https://openalex.org/W1665228730,2,3,0,3
978,https://openalex.org/W2031522060,2,5,6,11
979,https://openalex.org/W3125168186,3,2,3,5
980,https://openalex.org/W1601775541,3,1,3,4
981,https://openalex.org/W1163182449,3,1,2,3
982,https://openalex.org/W1981838924,3,1,2,3
983,https://openalex.org/W1988225927,3,1,1,2
984,https://openalex.org/W2149261763,3,3,3,6
985,https://openalex.org/W2145442607,3,3,2,5
986,https://openalex.org/W2498951849,1,1,2,3
987,https://openalex.org/W647842045,1,3,4,7
988,https://openalex.org/W2495485949,3,1,1,2
989,https://openalex.org/W4387814981,1,1,2,3
990,https://openalex.org/W2284440577,2,3,6,9
991,https://openalex.org/W2484021888,1,4,5,9
992,https://openalex.org/W585416954,1,2,2,4
993,https://openalex.org/W1834694724,1,4,7,11
994,https://openalex.org/W2006015151,1,1,1,2
995,https://openalex.org/W2009352029,1,1,3,4
996,https://openalex.org/W2020078061,1,1,0,1
997,https://openalex.org/W2051247753,2,1,1,2
998,https://openalex.org/W2314879674,1,4,0,4
999,https://openalex.org/W2316724742,1,1,2,3
1000,https://openalex.org/W3032947384,1,15,3,18
1001,https://openalex.org/W154625863,2,4,5,9
1002,https://openalex.org/W2159741673,1,1,3,4
1003,https://openalex.org/W2909347704,4,1,1,2
1004,https://openalex.org/W4387814723,1,11,4,15
1005,https://openalex.org/W2108251200,1,2,2,4
1006,https://openalex.org/W2146787946,1,1,2,3
1007,https://openalex.org/W2475078673,1,5,5,10
1008,https://openalex.org/W4383769689,1,1,0,1
1009,https://openalex.org/W2050488938,4,1,1,2
1010,https://openalex.org/W108310728,4,1,1,2
1011,https://openalex.org/W2113955958,3,4,1,5
1012,https://openalex.org/W3047377693,1,8,4,12
1013,https://openalex.org/W2110943688,1,1,4,5
1014,https://openalex.org/W2218450029,1,1,3,4
1015,https://openalex.org/W2774984757,2,10,0,10
1016,https://openalex.org/W2069462629,2,2,3,5
1017,https://openalex.org/W267512904,2,3,0,3
1018,https://openalex.org/W2060903017,2,3,2,5
1019,https://openalex.org/W4254784248,2,2,0,2
1020,https://openalex.org/W2976010898,1,3,1,4
1021,https://openalex.org/W1530663486,2,1,3,4
1022,https://openalex.org/W4241198120,2,9,7,16
1023,https://openalex.org/W147040706,2,1,1,2
1024,https://openalex.org/W310016605,2,1,1,2
1025,https://openalex.org/W2065278795,1,4,4,8
1026,https://openalex.org/W2562145306,2,4,6,10
1027,https://openalex.org/W2573815630,2,1,1,2
1028,https://openalex.org/W2604670474,2,1,2,3
1029,https://openalex.org/W2918495066,2,1,0,1
1030,https://openalex.org/W2990653564,2,15,1,16
1031,https://openalex.org/W2994246110,1,9,6,15
1032,https://openalex.org/W1991576356,1,1,0,1
1033,https://openalex.org/W2031513772,1,2,4,6
1034,https://openalex.org/W2076082726,1,1,2,3
1035,https://openalex.org/W2123529900,1,4,3,7
1036,https://openalex.org/W2555761784,1,1,1,2
1037,https://openalex.org/W2945685810,2,4,1,5
1038,https://openalex.org/W4393321426,4,27,12,39
1039,https://openalex.org/W2030655414,4,9,9,18
1040,https://openalex.org/W2031305905,4,1,0,1
1041,https://openalex.org/W2090439348,4,3,0,3
1042,https://openalex.org/W2108731366,4,6,2,8
1043,https://openalex.org/W2904464355,1,4,2,6
1044,https://openalex.org/W2982627003,4,22,5,27
1045,https://openalex.org/W3012322465,4,3,2,5
1046,https://openalex.org/W3028868747,4,1,0,1
1047,https://openalex.org/W3177834727,4,19,7,26
1048,https://openalex.org/W4243281966,1,1,2,3
1049,https://openalex.org/W4313447960,4,21,5,26
1050,https://openalex.org/W4387575910,2,9,6,15
1051,https://openalex.org/W2904452493,2,7,3,10
1052,https://openalex.org/W2902525722,2,13,10,23
1053,https://openalex.org/W4378379560,2,2,0,2
1054,https://openalex.org/W2304627525,1,7,5,12
1055,https://openalex.org/W2079123522,1,3,1,4
1056,https://openalex.org/W2087418421,1,1,1,2
1057,https://openalex.org/W2131444730,1,1,1,2
1058,https://openalex.org/W2299982586,1,2,5,7
1059,https://openalex.org/W2506234774,1,2,1,3
1060,https://openalex.org/W2498807598,1,2,5,7
1061,https://openalex.org/W4312597061,1,1,2,3
1062,https://openalex.org/W2335149367,1,1,1,2
1063,https://openalex.org/W4230455195,1,1,1,2
1064,https://openalex.org/W2142963721,3,1,1,2
1065,https://openalex.org/W1579344322,4,1,1,2
1066,https://openalex.org/W2145029747,1,2,2,4
1067,https://openalex.org/W2123338470,2,0,3,3
1068,https://openalex.org/W2076613495,2,1,4,5
1069,https://openalex.org/W1585794985,3,5,13,18
1070,https://openalex.org/W2036191695,1,1,4,5
1071,https://openalex.org/W2038834581,1,4,3,7
1072,https://openalex.org/W2059579990,1,2,7,9
1073,https://openalex.org/W2069296589,1,1,3,4
1074,https://openalex.org/W2125286656,1,3,7,10
1075,https://openalex.org/W4241974030,1,1,5,6
1076,https://openalex.org/W4242630509,1,1,4,5
1077,https://openalex.org/W4251950452,1,1,6,7
1078,https://openalex.org/W2922941539,1,6,0,6
1079,https://openalex.org/W4200577884,1,1,0,1
1080,https://openalex.org/W4390231736,1,6,1,7
1081,https://openalex.org/W2950916492,1,1,0,1
1082,https://openalex.org/W2990374184,1,3,3,6
1083,https://openalex.org/W2791168986,3,2,0,2
1084,https://openalex.org/W4387814894,1,12,4,16
1085,https://openalex.org/W2490278574,1,3,1,4
1086,https://openalex.org/W2995697263,1,16,2,18
1087,https://openalex.org/W4281664821,1,7,9,16
1088,https://openalex.org/W4292834586,1,3,5,8
1089,https://openalex.org/W2883366817,1,0,1,1
1090,https://openalex.org/W2027720816,1,4,1,5
1091,https://openalex.org/W2108397001,1,1,3,4
1092,https://openalex.org/W2026205301,3,1,7,8
1093,https://openalex.org/W4206374330,2,2,1,3
1094,https://openalex.org/W2077074363,2,3,1,4
1095,https://openalex.org/W1632399332,2,1,2,3
1096,https://openalex.org/W2129497832,2,5,3,8
1097,https://openalex.org/W335826186,1,1,1,2
1098,https://openalex.org/W2049379738,1,10,7,17
1099,https://openalex.org/W2118811704,1,6,1,7
1100,https://openalex.org/W1975206966,1,1,1,2
1101,https://openalex.org/W1967458151,1,3,0,3
1102,https://openalex.org/W2246248901,3,1,0,1
1103,https://openalex.org/W2163944971,1,4,4,8
1104,https://openalex.org/W2036818645,3,2,2,4
1105,https://openalex.org/W2787964664,2,4,4,8
1106,https://openalex.org/W214256899,2,4,1,5
1107,https://openalex.org/W238011861,2,4,1,5
1108,https://openalex.org/W1572702052,2,2,3,5
1109,https://openalex.org/W1590929411,2,6,3,9
1110,https://openalex.org/W1593159357,2,2,2,4
1111,https://openalex.org/W1973964938,2,3,1,4
1112,https://openalex.org/W2009289919,2,4,0,4
1113,https://openalex.org/W2023822810,2,7,2,9
1114,https://openalex.org/W2287026289,2,1,1,2
1115,https://openalex.org/W2287844010,2,7,4,11
1116,https://openalex.org/W2121930469,1,8,6,14
1117,https://openalex.org/W27823596,1,5,0,5
1118,https://openalex.org/W2093124550,1,1,2,3
1119,https://openalex.org/W2094445047,1,10,9,19
1120,https://openalex.org/W2136308429,1,2,0,2
1121,https://openalex.org/W2315413839,1,1,7,8
1122,https://openalex.org/W2797192602,1,1,0,1
1123,https://openalex.org/W2023461569,1,4,5,9
1124,https://openalex.org/W3033482843,4,1,0,1
1125,https://openalex.org/W1597419750,2,3,1,4
1126,https://openalex.org/W2151601741,2,2,0,2
1127,https://openalex.org/W2156680406,1,7,3,10
1128,https://openalex.org/W3151924144,1,8,5,13
1129,https://openalex.org/W2564081892,1,7,0,7
1130,https://openalex.org/W2912553318,1,15,3,18
1131,https://openalex.org/W2975439716,1,5,3,8
1132,https://openalex.org/W2976340018,1,13,9,22
1133,https://openalex.org/W2976473605,1,5,4,9
1134,https://openalex.org/W1988301953,3,1,3,4
1135,https://openalex.org/W3150854674,2,13,6,19
1136,https://openalex.org/W2891667505,2,8,2,10
1137,https://openalex.org/W3024226558,2,4,2,6
1138,https://openalex.org/W3124241816,2,3,2,5
1139,https://openalex.org/W2958187471,1,8,4,12
1140,https://openalex.org/W1964736944,4,2,0,2
1141,https://openalex.org/W1967457656,3,2,2,4
1142,https://openalex.org/W2011160357,1,1,0,1
1143,https://openalex.org/W2184819545,2,1,0,1
1144,https://openalex.org/W2955959623,4,1,1,2
1145,https://openalex.org/W2041506376,1,8,7,15
1146,https://openalex.org/W2150410972,1,2,4,6
1147,https://openalex.org/W2288379361,1,4,2,6
1148,https://openalex.org/W3141049203,1,2,0,2
1149,https://openalex.org/W1974968938,1,2,0,2
1150,https://openalex.org/W2284055916,1,1,1,2
1151,https://openalex.org/W3123221382,1,5,7,12
1152,https://openalex.org/W4388483944,1,15,0,15
1153,https://openalex.org/W4318486045,4,5,3,8
1154,https://openalex.org/W3013935232,1,5,3,8
1155,https://openalex.org/W3188373631,4,1,0,1
1156,https://openalex.org/W4224144549,4,1,0,1
1157,https://openalex.org/W1552528093,3,1,3,4
